Sample	01_A	01_B	01_C	02_A	02_B	02_C	03_A	03_B	03_C	04_A	04_B	04_C	05_A	05_B	06_A	07_A	07_B	08_A	08_B	09_A	10_A	10_B
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Parabacteroides.s__Parabacteroides_distasonis	13.5665	4.17587	0.974734	19.4219	0	6.22414	0	0	0	0	4.14605	19.3462	0.880935	25.7465	0	0	16.1629	20.8239	8.05995	2.26024	7.22335	6.73337
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	0	0	0.442888	0	0	0	0	0	0	0	2.16433	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_pneumoniae	0	0	0	0	0	0	0	4.55667	1.57349	0	0	0	0	0	0	0	0	0	0	0	0	0.18111
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_salivarius	0	0	0	0	0	0	0	4.78687	0.521549	0	0	0.0803572	0	0	1.13794	0.759774	0	0	5.96004	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_thermophilus	0	11.4724	0	0	0	3.86849	7.11382	0.391986	8.51566	0.454995	0	0	0	0	0	0	0.254045	0.427229	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_vestibularis	0	16.7711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|unclassified	51.614	58.3984	31.3106	17.1066	14.2499	16.6889	25.3126	62.3389	41.5503	46.325	8.3848	4.6935	54.1973	123.254	11.465	10.488	13.9299	38.5413	49.7531	61.1541	13.9517	11.7575
PWY-7221: guanosine ribonucleotides de novo biosynthesis	450.731	412.199	347.01	351.959	596.914	489.045	352.283	460.681	503.998	519.433	458.028	515.487	390.789	413.029	579.078	564.545	491.299	391.103	465.118	517.917	537.48	561.416
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Actinomyces.s__Actinomyces_sp_ICM47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.600505
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Adlercreutzia.s__Adlercreutzia_equolifaciens	0	0	0	0	0	0	0	0	0	0	0	1.54407	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Agathobaculum.s__Agathobaculum_butyriciproducens	0	0	0	0	0	0	0	0	0	0	0	0	1.30709	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	22.5651	1.55547	2.10676	0	7.59917	0	18.2813	2.08114	0	46.1961	9.6106	21.5185	0	0	7.41846	8.68528	3.55886
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_finegoldii	0	0	0	0	0	17.8602	2.38021	3.39466	0.483304	0	3.45614	0.188913	0.945563	0.617301	0.182661	0.372516	1.15793	0.408215	8.67607	0	1.68216	1.2096
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_onderdonkii	0	0	0	0	0	0	1.91811	0	0.349144	4.87743	0	0.425959	0.652008	0.216856	12.6443	7.285	0.66102	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_putredinis	0	0	0	0	2.19227	6.73913	0	0	0	0	0	6.28397	3.04248	0	0	0	6.45646	0	6.69591	2.56598	11.8139	11.8451
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Alistipes.s__Alistipes_shahii	1.28876	4.5043	2.56391	1.94569	0	0	0	0	0	0	0	1.93629	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Anaerofustis.s__Anaerofustis_stercorihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.356028	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Anaeromassilibacillus.s__Anaeromassilibacillus_sp_An250	0	0	0	0	0	0	0	0	0	0.391075	0	0	0	0	0	4.46449	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Anaerostipes.s__Anaerostipes_caccae	9.91036	14.0395	0	4.43585	0	0	0	0	0	0	0	0	0	0	0	0	0	6.32112	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	0	15.209	0.402251	3.14349	0	0	13.5671	0	39.8632	5.85437	0	25.3122	21.2446	43.4467	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	1.07578	0	0	0	0	0	0	0	0	0	0.606995	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Asaccharobacter.s__Asaccharobacter_celatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.656988	0.621708
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_caccae	0	0	0	0	0	0	0	0	0	0	0	4.94701	0	0	0	0	0	0	0	0	8.26961	7.6808
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_cellulosilyticus	0	0	0	0	0	0	0	0	0	1.51778	0	11.1085	0	0	0	0	0	20.5484	3.15618	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	7.35637	21.8611	32.9812	0	0	0	0	0	0	5.30545	0	0	0	0.787011	0.201171	0.13497
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_faecis	0	0	0	0	0.559634	0.433473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	1.78138	0.43263	5.52187	42.2305	0	6.46306	4.40169	0.544163	1.22083	1.20132	0	0.41285	0	0	0	0.724227	13.7062	0	0	0.832289	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_intestinalis	0	0	0	0	0	0	0	0	0	0	0	1.07836	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_nordii	0	0	0	0	0	0	0	0	0	0	0	0	0.10782	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0.883306	19.7747	0	0	0	0	3.51801	1.23221	0.514381	0	0	0	6.41933	0	17.1856	0.593892	14.409	15.0187
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	0	1.5563	0	0.597027	35.9244	5.98394	0	0	0	1.49971	0	7.57976	0	0	0	0	0	33.561	23.3373
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	0	0	0	0	0	0	0	0	0	0.336216	0	0	0	1.15904	0	3.77888	0	2.77066	2.67327
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	77.2192	24.3568	19.0506	14.1586	2.0043	44.512	19.6078	14.8447	23.7718	34.6942	5.23232	11.8835	22.5078	18.3297	38.7764	14.9429	7.37117	10.7062	49.0544	8.8592	24.8484	15.1453
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0.973098	4.81182	0	0	0	33.011	7.5325	14.1618	15.6447	0	7.05507	0	11.5103	0	8.52727	0	60.3377	68.6079
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0.421509	0	0	0	0	0	0	7.30152	19.527	0	0	0	0	0	0	0	9.71105	9.77433
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Barnesiella.s__Barnesiella_intestinihominis	0	1.37086	0	0	0	0	0	0	0	0	0	3.25117	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0	0	0	0	0	0	0	0	0	0	0.426088	0	0	0	0	0	0	0	2.88795	2.43962
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_breve	0	0	0	0	0	0.186556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_dentium	0	0	0.312101	0	0	7.38079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	1.57355	0	0	0	0	0	0	0	1.68565	1.90123
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19452	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bilophila.s__Bilophila_wadsworthia	0	0	0	0	0	0	0	1.52263	0.70065	1.65182	0	1.69331	0	0	2.56471	2.48166	1.32993	0	2.13263	1.54639	2.70948	2.48459
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Blautia.s__Blautia_hydrogenotrophica	1.67528	0	0	3.59655	0	0	0.231023	0	2.16002	0.847663	12.3372	0	0	0	0	0	0	3.12342	4.15477	1.74795	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Blautia.s__Blautia_obeum	0	0	0	0	18.128	0.405956	0.915464	3.46825	0	9.09292	0	1.39041	2.36178	0	12.9158	4.25953	1.02655	0	0	0	9.23424	21.5033
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Blautia.s__Blautia_producta	11.9277	0	0	0	0	0	0	0	17.8889	3.57016	10.0367	4.04837	0	0.646694	3.19554	12.5554	4.15117	0	1.11577	13.4753	0.205928	0.577891
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Blautia.s__Blautia_sp_CAG_257	0	0	0	0	0	0	0	2.12896	35.8699	22.8253	7.6486	1.60185	0	0	11.4398	28.8588	1.86399	0	2.92616	4.10581	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Blautia.s__Blautia_wexlerae	0	0	0	0	57.2327	3.00527	11.225	5.53596	0	48.0973	0	27.0313	16.8014	0	33.1362	30.5946	26.045	0	0	0	9.89748	21.749
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	0	0	2.51706	0	11.207	8.90372	0	1.19078	5.14116	0	2.85295	34.4246	1.77333	0	0	1.80597	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Blautia.s__Ruminococcus_torques	70.4217	10.9549	22.4621	26.9849	83.5254	4.34026	8.68483	26.9262	66.0961	23.9294	14.6475	18.3593	11.1674	28.0054	19.7863	28.2092	9.03994	33.401	19.9509	6.56338	35.7391	57.5582
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Candidatus_Stoquefichus.s__Candidatus_Stoquefichus_sp_KLE1796	0	0	0	0	0	0	0	0	0	0	0	3.67835	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Catabacter.s__Catabacter_hongkongensis	0	0	0	7.37671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Clostridiales_unclassified.s__Clostridiales_bacterium_1_7_47FAA	0	0	0	0	0	0.209901	0	0	0.13489	0	0	0	0	0	0	0.731228	0	0	0.36584	0.190331	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Clostridiales_unclassified.s__Clostridiales_bacterium_KLE1615	0	0	0	0	0	1.2502	0	0	0	0	0	0	1.68089	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Clostridioides.s__Clostridioides_difficile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.6089	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_disporicum	0	0	0	0	0	5.26697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_perfringens	0	0	0	0.454397	0	7.26556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_sp_AF36_4	0	0	0	0	0	0	0	0	0	0	0	0	2.94432	0	0	0	0	0	0	0	1.86576	1.33148
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_sp_CAG_217	0	0	0	0	0	0	0	0	0	0	0	12.056	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Clostridium.s__Clostridium_sp_CAG_58	0	0	0	0	0	0	0.514848	0	0	2.66521	0	0	1.50275	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Collinsella.s__Collinsella_aerofaciens	0	0	0	0	60.6954	14.1692	12.2473	33.4356	0	0	0	0	3.91554	0	62.2429	65.5251	0	0	0	0	5.81647	10.8484
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Coprococcus.s__Coprococcus_comes	0	0	0	0	0	0	0	0	0	0	0	2.53848	1.6877	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Desulfovibrio.s__Desulfovibrio_fairfieldensis	0	1.94243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Dialister.s__Dialister_invisus	0	0	0	0	0	0	0	0	0	0	0	0	1.34515	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Dorea.s__Dorea_formicigenerans	0	0	0	0	0	0	0	0	0	0	0	1.81921	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Dorea.s__Dorea_longicatena	0	0	0	0	0	0	0	0	0	0	0	0	6.40898	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Dorea.s__Dorea_sp_CAG_317	0	0	0	0	0	0	0	3.73691	0	2.71838	0	14.8972	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Eggerthella.s__Eggerthella_lenta	6.05237	1.47222	0	32.3255	0	5.53791	1.31	2.59586	3.76966	3.24668	15.0598	2.56227	0.258999	43.436	4.38748	8.79993	5.49077	63.336	6.82425	7.3062	1.47747	1.76437
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Eggerthella.s__Eggerthella_sp_CAG_298	0	0	0	0	0	0	0	0	0	3.82077	0	2.49454	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Eisenbergiella.s__Eisenbergiella_massiliensis	6.05475	0	0	0	0	0	0	0	0	0	0	1.04707	0	0	0	0	0.915765	1.2077	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Eisenbergiella.s__Eisenbergiella_tayi	0.749782	0	0	3.98709	1.88697	0.649063	0.281412	0.465185	0	1.79518	0	0	0.178468	1.6503	0.509325	0.678484	0.31134	0	0	0	0.142522	0.210754
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Erysipelatoclostridium.s__Clostridium_innocuum	0	0	0	2.68621	0	0.359597	0.285601	1.38136	0	4.6073	23.6905	0	0	0	1.04852	3.45731	0.645378	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Erysipelatoclostridium.s__Clostridium_spiroforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.396395	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum	0	0	0	0	0	0	0	0	5.56526	1.57462	0	2.63162	0	0	1.92613	3.42167	10.1984	0	1.31291	9.07863	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Erysipelotrichaceae_unclassified.s__Erysipelotrichaceae_bacterium_3_1_53	0	0.226226	0	0	0	0	0	0	0	0	91.9038	0.513967	0	0	0	0	0	9.22511	0	0.643832	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	103.102	0	14.5032	0	87.6407	0.748388	0	3.68632	0	0	0	0	0	7.77617	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_fergusonii	0	0	0.83369	0	0	0	0.575965	0	0	0	0	0	0	0	0	0.0574702	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_callanderi	2.09669	6.00247	0	3.14557	0	0	0.281095	5.11563	1.96086	0	0	0	0	0	0.562361	0	0	1.48714	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_eligens	0	0	0	0	0	0	0	0	0	0	0	5.23198	6.65298	0	0	0	0	0	0	0	11.2467	6.6166
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_hallii	0	0	0	0	3.03472	0	3.55668	0	0	11.5221	0	0	2.17643	0	9.1307	4.769	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_sp_CAG_38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9584	2.19661
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii	0	0	0	0	0	0	0	0	0	0	0	25.604	32.482	0	0	0	0	0	0	0	62.3978	52.016
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_41	0	0	0	0	0	0	0.481132	0	7.83553	0	0	1.7734	1.08262	0	0	0	0	0	0	0	0	1.8681
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_424	0	0	0	0	0	0	0	0	0	0	8.11717	4.64054	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Firmicutes_unclassified.s__Firmicutes_bacterium_CAG_94	0	0	0	0	0	1.90147	0	0	0	0	0	1.40516	0	0	0	0	1.40408	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Flavonifractor.s__Flavonifractor_plautii	6.94212	0	0	0	0	0.655968	0	1.53077	1.90985	3.79378	1.43498	1.34532	0	1.31232	0	12.4183	1.08228	2.9911	2.50271	0.82417	1.66668	1.02868
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Fusicatenibacter.s__Fusicatenibacter_saccharivorans	0	0	0	0	0	0	0	0	0	0	0	0	8.82414	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Gordonibacter.s__Gordonibacter_pamelaeae	0	0.202051	0.835867	2.24962	0	0.733864	0	0	0	0.0720868	0.620262	0.222677	0.896286	1.33343	0	0	0.436367	0	0	1.3595	0.363823	0.515913
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Gordonibacter.s__Gordonibacter_urolithinfaciens	0	0	0	0.638727	0	1.03579	0	0	0	0	0	0.336856	0	0	0	0	0.530214	0	0	3.03918	0.0830929	0.202074
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Hungatella.s__Hungatella_effluvii	0	0	0	0	0	0	0	0.166877	0	0.907191	0	0.328168	0	0	0	0.208717	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Hungatella.s__Hungatella_hathewayi	0.834399	0	0	1.86529	1.99919	3.27973	0	16.0027	8.79923	4.74164	16.4803	2.0013	0.360946	9.38872	3.70862	4.95107	7.09722	1.60288	1.59202	6.99466	0	0.258535
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Intestinibacter.s__Intestinibacter_bartlettii	0	0	0	0	0	0.642293	0	0	0	0	0	0	0.293971	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Intestinimonas.s__Intestinimonas_butyriciproducens	0	0	0	0	0	0	0	0	0	0	0	0.84194	0	0	0	0	1.5513	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Klebsiella.s__Klebsiella_quasipneumoniae	0	0	0	0	0	0	0	0	0	0	0	0.182822	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lachnoclostridium.s__Clostridium_aldenense	0	0	0	0	0	0	0	0.182408	0.425954	0	0	0.0990587	0	0	0	0	0	1.20549	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lachnoclostridium.s__Clostridium_asparagiforme	0	0	0	0	0	0	0	0	0	0	0	0.349434	0.102555	0	0	0	0	0	0	0	0	0.0996704
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lachnoclostridium.s__Clostridium_citroniae	0	0	0	0	0	0	0	0	0.132004	0	0	0.180458	0	0	0	0	0	0.153758	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lachnoclostridium.s__Clostridium_clostridioforme	24.7	0	0	0	0	0	0	0.589078	18.8502	9.76045	0	0.280967	0	0	2.73526	0	0	1.66268	0.750298	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lachnoclostridium.s__Clostridium_lavalense	0	0	0	0	0	0.204847	0	0	0.725173	0	0	0	0	0	0	0.881869	0	0	0	0	0	0.0720447
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lachnoclostridium.s__Clostridium_scindens	9.64699	3.64608	0	7.43657	0	7.83322	1.12404	3.12286	10.6618	0	0	0	0.335571	7.79152	3.21921	1.51001	0	5.44437	16.4648	0	1.38361	0.69973
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lachnoclostridium.s__Clostridium_symbiosum	0	0	0	0	0	0.505091	0	0	0	0	0	0	0	0	0	0.21872	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lachnospira.s__Lachnospira_pectinoschiza	0	0	0	0	0	0	0	0	0	0	0	0.0916974	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale	0	0	0	0	31.6933	0.389183	0.294329	0	0	4.68861	0	2.95041	0.539117	0	5.30172	1.45675	0.430996	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Lawsonibacter.s__Lawsonibacter_asaccharolyticus	1.35351	0	0	0	0	0.726817	0	0.879539	0	0.58562	0	1.54484	0.888144	0	0.517397	2.99774	0.98102	0	0	0	1.21562	1.06679
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Megasphaera.s__Megasphaera_sp_DISK_18	0	0	0	0	0	0	0	4.19574	0	0	0	0	0	0	12.82	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Megasphaera.s__Megasphaera_sp_MJR8396C	0	0	0	0	7.19326	0	0	0	0	0	0	0	0	0	0	16.4741	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Methanobrevibacter.s__Methanobrevibacter_smithii	0	42.2544	4.34094	38.7593	0	28.86	0	0	0	0	0	9.65619	0	0	0	0	18.2092	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Methanosphaera.s__Methanosphaera_stadtmanae	0	0	0	0	0	0	0	0	0	0	0	0.634292	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Odoribacter.s__Odoribacter_laneus	0	0	0.281585	3.13473	5.48861	40.7039	0	0	0	0	0	0.808435	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Odoribacter.s__Odoribacter_splanchnicus	0	0	0	0	0	0	0	0	0	0	0	0.74053	0	0	0	0	1.60826	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	22.6936	6.95675	1.29896	27.7941	0	10.7516	0	0	0	0	8.20252	29.9035	1.35509	38.125	0	0	21.7278	32.2713	11.801	2.90177	9.80465	10.1864
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Parabacteroides.s__Parabacteroides_goldsteinii	0	0	0	0	0	0	0.539292	0	0	0	0	0	0	0	2.62207	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	0	0	0	0	0	0	2.53486	3.07024	0	2.83555	0	3.48245	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Pyramidobacter.s__Pyramidobacter_piscolens	0	0	0	0	0	1.06925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_faecis	0	0	0	0	3.07292	0	0	0	0	0	0	0	14.4291	0	0	0	0	0	0	0	19.6192	7.33928
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_hominis	0	0	0	0	0	0.950399	0	2.58442	0	0	0	0	1.36425	0	0	0	0	0	0	0	0.513894	0.817395
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_intestinalis	0	0	0	0	0.201533	0	0	0.169533	0	0	0	0	0	0	0.128762	0.38935	0	0	0	0	0	0.0609269
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_inulinivorans	0	0	0	0	2.23712	0	0	0	0	2.32942	0	0	0.694799	0	0.709108	0	0	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Ruminococcaceae_unclassified.s__Clostridium_leptum	6.7485	21.6284	0	0	3.35554	0	0	13.7787	5.9557	16.8598	0	3.10266	0.369304	0	32.455	41.5208	4.6461	0.500609	0	4.70235	3.08544	3.55164
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	4.08176	0	5.68609	6.99656	1.2195	9.88126	0	0	0	0	0	4.87451	16.1823	0	0	0	3.76266	1.54986	6.78907	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Ruminococcaceae_unclassified.s__Ruminococcaceae_bacterium_D5	0	0	0	0	0	0.915841	0	0	0	0	0	0	0	0	0	0	0.418021	0	0	0	0	0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_bromii	0	0	0	0	0	0	0	0	0	0	0	21.3803	7.97065	0	0	0	0	0	0	0	19.6564	28.2339
